EventId,EventTemplate,Occurrences
E114,Version <*> Starting,1
E113,Using tsc for high-res timesource,1
E93,rpc.statd startup succeeded,1
E30,Console: colour VGA+ <*>,1
E70,"Memory: <*> available (<*> kernel code, <*> reserved, <*> data, <*> init, <*> highmem)",1
E25,Calibrating delay loop... <*> BogoMIPS,1
E96,Security Scaffold <*> initialized,1
E97,SELinux: Initializing.,1
E99,SELinux: Starting in permissive mode,1
E107,"There is already a security framework initialized, register_security failed.",1
E46,Failure registering capabilities with the kernel,1
E100,selinux_register_security: Registering secondary module capability,1
E26,Capability LSM initialized,1
E92,rpc.idmapd startup succeeded,1
E39,"Dentry cache hash table entries: <*> (order: <*>, <*> bytes)",1
E55,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)",1
E71,"Mount-cache hash table entries: <*> (order: <*>, <*> bytes)",1
E34,"CPU: L1 I cache: <*>, L1 D cache: <*>",1
E35,CPU: L2 cache: <*>,1
E56,Intel machine check architecture supported.,1
E57,Intel machine check reporting enabled on CPU#<*>.,1
E33,CPU: Intel Pentium III (Coppermine) stepping <*>,1
E44,Enabling fast FPU save and restore... done.,1
E45,Enabling unmasked SIMD FPU exception support... done.,1
E28,Checking 'hlt' instruction... OK.,1
E54,Initializing random number generator: succeeded,1
E86,POSIX conformance testing by UNIFIX,1
E73,NET: Registered protocol family <*>,1
E78,"PCI: PCI BIOS revision <*> entry at <*>, last bus=<*>",1
E81,PCI: Using configuration type <*>,1
E72,mtrr: <*> (<*>),1
E7,ACPI: Subsystem revision <*>,1
E6,ACPI: Interpreter disabled.,1
E67,Linux Plug and Play Support <*> (c) Adam Belay,1
E105,Starting pcmcia: succeeded,1
E111,usbcore: registered new driver usbfs,1
E110,usbcore: registered new driver hub,1
E5,ACPI: ACPI tables contain no PCI IRQ routing entries,1
E77,PCI: Invalid ACPI-PCI IRQ routing table,1
E79,PCI: Probing PCI hardware,1
E80,PCI: Probing PCI hardware (bus <*>),1
E109,Transparent bridge - <*>,1
E82,PCI: Using IRQ router PIIX/ICH [<*>/<*>] at <*>,1
E10,apm: BIOS version <*> Flags <*> (Driver version <*>),1
E12,audit: initializing netlink socket (disabled),1
E63,kernel.core_uses_pid = <*>,1
E48,HCI daemon ver <*> started,1
E49,hcid startup succeeded,1
E11,audit(<*>:<*>): initialized,1
E104,Setting network parameters: succeeded,1
E94,sdpd startup succeeded,1
E95,sdpd <*> started,1
E108,"Total HugeTLB memory allocated, <*>",1
E23,Bringing up loopback interface: succeeded,1
E115,VFS: Disk quotas <*>,1
E43,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)",1
E98,SELinux: Registering netfilter hooks,1
E53,Initializing Cryptographic API,1
E83,pci_hotplug: PCI Hot Plug PCI Core version: <*>,1
E60,isapnp: Scanning for PnP cards...,1
E59,isapnp: No Plug & Play device found,1
E87,Real Time Clock Driver <*>,1
E66,Linux agpgart interface <*> (c) Dave Jones,1
